"","srid","is_geographic","has_flipped_axes","spheroid","prime_meridian","datum","projection","unit","axis_1_name","axis_1_orientation","axis_2_name","axis_2_orientation"
"1",2000,0,0,"Clarke 1880 (RGS)","Greenwich","Anguilla_1957","Transverse_Mercator","metre","Easting","East","Northing","North"
"2",2001,0,0,"Clarke 1880 (RGS)","Greenwich","Antigua_1943","Transverse_Mercator","metre","Easting","East","Northing","North"
"3",2002,0,0,"Clarke 1880 (RGS)","Greenwich","Dominica_1945","Transverse_Mercator","metre","Easting","East","Northing","North"
"4",2003,0,0,"Clarke 1880 (RGS)","Greenwich","Grenada_1953","Transverse_Mercator","metre","Easting","East","Northing","North"
"5",2004,0,0,"Clarke 1880 (RGS)","Greenwich","Montserrat_1958","Transverse_Mercator","metre","Easting","East","Northing","North"
"6",2005,0,0,"Clarke 1880 (RGS)","Greenwich","St_Kitts_1955","Transverse_Mercator","metre","Easting","East","Northing","North"
"7",2006,0,0,"Clarke 1880 (RGS)","Greenwich","St_Lucia_1955","Transverse_Mercator","metre","Easting","East","Northing","North"
"8",2007,0,0,"Clarke 1880 (RGS)","Greenwich","St_Vincent_1945","Transverse_Mercator","metre","Easting","East","Northing","North"
"9",2008,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","X","East","Y","North"
"10",2009,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","X","East","Y","North"
"11",2010,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","X","East","Y","North"
"12",2011,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","X","East","Y","North"
"13",2012,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","X","East","Y","North"
"14",2013,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","X","East","Y","North"
"15",2014,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","X","East","Y","North"
"16",2015,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","X","East","Y","North"
"17",2016,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","X","East","Y","North"
"18",2017,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","X","East","Y","North"
"19",2018,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","X","East","Y","North"
"20",2019,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","X","East","Y","North"
"21",2020,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"22",2021,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"23",2022,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"24",2023,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"25",2024,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"26",2025,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"27",2026,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"28",2027,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"29",2028,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"30",2029,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"31",2030,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_1976","Transverse_Mercator","metre","Easting","East","Northing","North"
"32",2031,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","Easting","East","Northing","North"
"33",2032,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","Easting","East","Northing","North"
"34",2033,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","Easting","East","Northing","North"
"35",2034,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","Easting","East","Northing","North"
"36",2035,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Transverse_Mercator","metre","Easting","East","Northing","North"
"37",2036,0,1,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Oblique_Stereographic","metre","Northing","North","Easting","East"
"38",2037,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","Easting","East","Northing","North"
"39",2038,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","Easting","East","Northing","North"
"40",2039,0,0,"GRS 1980","Greenwich","Israel","Transverse_Mercator","metre","Easting","East","Northing","North"
"41",2040,0,0,"Clarke 1880 (RGS)","Greenwich","Locodjo_1965","Transverse_Mercator","metre","Easting","East","Northing","North"
"42",2041,0,0,"Clarke 1880 (RGS)","Greenwich","Abidjan_1987","Transverse_Mercator","metre","Easting","East","Northing","North"
"43",2042,0,0,"Clarke 1880 (RGS)","Greenwich","Locodjo_1965","Transverse_Mercator","metre","Easting","East","Northing","North"
"44",2043,0,0,"Clarke 1880 (RGS)","Greenwich","Abidjan_1987","Transverse_Mercator","metre","Easting","East","Northing","North"
"45",2044,0,1,"Krassowsky 1940","Greenwich","Hanoi_1972","Transverse_Mercator","metre","X","North","Y","East"
"46",2045,0,1,"Krassowsky 1940","Greenwich","Hanoi_1972","Transverse_Mercator","metre","X","North","Y","East"
"47",2046,0,0,"WGS 84","Greenwich","Hartebeesthoek94","Transverse_Mercator_South_Orientated","metre","Y","West","X","South"
"48",2047,0,0,"WGS 84","Greenwich","Hartebeesthoek94","Transverse_Mercator_South_Orientated","metre","Y","West","X","South"
"49",2048,0,0,"WGS 84","Greenwich","Hartebeesthoek94","Transverse_Mercator_South_Orientated","metre","Y","West","X","South"
"50",2049,0,0,"WGS 84","Greenwich","Hartebeesthoek94","Transverse_Mercator_South_Orientated","metre","Y","West","X","South"
"51",2050,0,0,"WGS 84","Greenwich","Hartebeesthoek94","Transverse_Mercator_South_Orientated","metre","Y","West","X","South"
"52",2051,0,0,"WGS 84","Greenwich","Hartebeesthoek94","Transverse_Mercator_South_Orientated","metre","Y","West","X","South"
"53",2052,0,0,"WGS 84","Greenwich","Hartebeesthoek94","Transverse_Mercator_South_Orientated","metre","Y","West","X","South"
"54",2053,0,0,"WGS 84","Greenwich","Hartebeesthoek94","Transverse_Mercator_South_Orientated","metre","Y","West","X","South"
"55",2054,0,0,"WGS 84","Greenwich","Hartebeesthoek94","Transverse_Mercator_South_Orientated","metre","Y","West","X","South"
"56",2055,0,0,"WGS 84","Greenwich","Hartebeesthoek94","Transverse_Mercator_South_Orientated","metre","Y","West","X","South"
"57",2056,0,0,"Bessel 1841","Greenwich","CH1903+","Hotine_Oblique_Mercator_Azimuth_Center","metre","Y","East","X","North"
"58",2057,0,0,"International 1924","Greenwich","Rassadiran","Hotine_Oblique_Mercator_Azimuth_Center","metre","Easting","East","Northing","North"
"59",2058,0,0,"International 1924","Greenwich","European_Datum_1950_1977","Transverse_Mercator","metre","Easting","East","Northing","North"
"60",2059,0,0,"International 1924","Greenwich","European_Datum_1950_1977","Transverse_Mercator","metre","Easting","East","Northing","North"
"61",2060,0,0,"International 1924","Greenwich","European_Datum_1950_1977","Transverse_Mercator","metre","Easting","East","Northing","North"
"62",2061,0,0,"International 1924","Greenwich","European_Datum_1950_1977","Transverse_Mercator","metre","Easting","East","Northing","North"
"63",2062,0,0,"Struve 1860","Madrid","Madrid_1870_Madrid","Lambert_Conformal_Conic_1SP","metre","X","East","Y","North"
"64",2063,0,0,"Clarke 1880 (IGN)","Greenwich","Conakry_1905","Transverse_Mercator","metre","Easting","East","Northing","North"
"65",2064,0,0,"Clarke 1880 (IGN)","Greenwich","Conakry_1905","Transverse_Mercator","metre","Easting","East","Northing","North"
"66",2065,0,0,"Bessel 1841","Ferro","System_Jednotne_Trigonometricke_Site_Katastralni_Ferro","Krovak","metre","X","South","Y","West"
"67",2066,0,0,"Clarke 1858","Greenwich","Mount_Dillon","Cassini_Soldner","Clarke's link","Easting","East","Northing","North"
"68",2067,0,0,"International 1924","Greenwich","Naparima_1955","Transverse_Mercator","metre","Easting","East","Northing","North"
"69",2068,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","X","East","Y","North"
"70",2069,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","X","East","Y","North"
"71",2070,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","X","East","Y","North"
"72",2071,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","X","East","Y","North"
"73",2072,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","X","East","Y","North"
"74",2073,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","X","East","Y","North"
"75",2074,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","X","East","Y","North"
"76",2075,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","X","East","Y","North"
"77",2076,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","X","East","Y","North"
"78",2077,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","Easting","East","Northing","North"
"79",2078,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","Easting","East","Northing","North"
"80",2079,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","Easting","East","Northing","North"
"81",2080,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","Easting","East","Northing","North"
"82",2081,0,1,"International 1924","Greenwich","Chos_Malal_1914","Transverse_Mercator","metre","X","North","Y","East"
"83",2082,0,1,"International 1924","Greenwich","Pampa_del_Castillo","Transverse_Mercator","metre","X","North","Y","East"
"84",2083,0,1,"International 1924","Greenwich","Hito_XVIII_1963","Transverse_Mercator","metre","X","North","Y","East"
"85",2084,0,0,"International 1924","Greenwich","Hito_XVIII_1963","Transverse_Mercator","metre","Easting","East","Northing","North"
"86",2085,0,1,"Clarke 1866","Greenwich","North_American_Datum_1927","Lambert_Conformal_Conic_1SP","metre","Y","North","X","East"
"87",2086,0,1,"Clarke 1866","Greenwich","North_American_Datum_1927","Lambert_Conformal_Conic_1SP","metre","Y","North","X","East"
"88",2087,0,0,"International 1924","Greenwich","European_Libyan_Datum_1979","Transverse_Mercator","metre","Easting","East","Northing","North"
"89",2088,0,0,"Clarke 1880 (IGN)","Greenwich","Carthage","Transverse_Mercator","metre","Easting","East","Northing","North"
"90",2089,0,0,"WGS 84","Greenwich","Yemen_National_Geodetic_Network_1996","Transverse_Mercator","metre","Easting","East","Northing","North"
"91",2090,0,0,"WGS 84","Greenwich","Yemen_National_Geodetic_Network_1996","Transverse_Mercator","metre","Easting","East","Northing","North"
"92",2091,0,1,"Krassowsky 1940","Greenwich","South_Yemen","Transverse_Mercator","metre","X","North","Y","East"
"93",2092,0,1,"Krassowsky 1940","Greenwich","South_Yemen","Transverse_Mercator","metre","X","North","Y","East"
"94",2093,0,1,"Krassowsky 1940","Greenwich","Hanoi_1972","Transverse_Mercator","metre","X","North","Y","East"
"95",2094,0,0,"WGS 72","Greenwich","WGS_1972_Transit_Broadcast_Ephemeris","Transverse_Mercator","metre","Easting","East","Northing","North"
"96",2095,0,0,"International 1924","Greenwich","Bissau","Transverse_Mercator","metre","Easting","East","Northing","North"
"97",2096,0,1,"Bessel 1841","Greenwich","Korean_Datum_1985","Transverse_Mercator","metre","X","North","Y","East"
"98",2097,0,1,"Bessel 1841","Greenwich","Korean_Datum_1985","Transverse_Mercator","metre","X","North","Y","East"
"99",2098,0,1,"Bessel 1841","Greenwich","Korean_Datum_1985","Transverse_Mercator","metre","X","North","Y","East"
"100",2099,0,0,"Helmert 1906","Greenwich","Qatar_1948","Cassini_Soldner","metre","Easting","East","Northing","North"
"101",2100,0,0,"GRS 1980","Greenwich","Greek_Geodetic_Reference_System_1987","Transverse_Mercator","metre","Easting","East","Northing","North"
"102",2101,0,0,"International 1924","Greenwich","Lake","Lambert_Conformal_Conic_1SP","metre","X","East","Y","North"
"103",2102,0,0,"International 1924","Greenwich","Lake","Lambert_Conformal_Conic_1SP","metre","X","East","Y","North"
"104",2103,0,0,"International 1924","Greenwich","Lake","Lambert_Conformal_Conic_1SP","metre","X","East","Y","North"
"105",2104,0,0,"International 1924","Greenwich","Lake","Lambert_Conformal_Conic_1SP","metre","X","East","Y","North"
"106",2105,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"107",2106,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"108",2107,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"109",2108,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"110",2109,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"111",2110,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"112",2111,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"113",2112,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"114",2113,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"115",2114,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"116",2115,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"117",2116,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"118",2117,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"119",2118,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"120",2119,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"121",2120,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"122",2121,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"123",2122,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"124",2123,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"125",2124,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"126",2125,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"127",2126,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"128",2127,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"129",2128,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"130",2129,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"131",2130,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"132",2131,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"133",2132,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"134",2133,0,0,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Easting","East","Northing","North"
"135",2134,0,0,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Easting","East","Northing","North"
"136",2135,0,0,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Easting","East","Northing","North"
"137",2136,0,0,"War Office","Greenwich","Accra","Transverse_Mercator","Gold Coast foot","Easting","East","Northing","North"
"138",2137,0,0,"War Office","Greenwich","Accra","Transverse_Mercator","metre","Easting","East","Northing","North"
"139",2138,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927_CGQ77","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"140",2139,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","X","East","Y","North"
"141",2140,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"142",2141,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"143",2142,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"144",2143,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"145",2144,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"146",2145,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"147",2146,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"148",2147,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","E(X)","East","N(Y)","North"
"149",2148,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","Easting","East","Northing","North"
"150",2149,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","Easting","East","Northing","North"
"151",2150,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","Easting","East","Northing","North"
"152",2151,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","Easting","East","Northing","North"
"153",2152,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","Easting","East","Northing","North"
"154",2153,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Transverse_Mercator","metre","Easting","East","Northing","North"
"155",2154,0,0,"GRS 1980","Greenwich","Reseau_Geodesique_Francais_1993","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"156",2155,0,0,"Clarke 1866","Greenwich","American_Samoa_1962","Lambert_Conformal_Conic_1SP","US survey foot","X","East","Y","North"
"157",2156,0,0,"GRS 1980","Greenwich","NAD83_High_Accuracy_Reference_Network","Transverse_Mercator","metre","Easting","East","Northing","North"
"158",2157,0,0,"GRS 1980","Greenwich","IRENET95","Transverse_Mercator","metre","Easting","East","Northing","North"
"159",2158,0,0,"GRS 1980","Greenwich","IRENET95","Transverse_Mercator","metre","Easting","East","Northing","North"
"160",2159,0,0,"War Office","Greenwich","Sierra_Leone_Colony_1924","Transverse_Mercator","Gold Coast foot","Easting","East","Northing","North"
"161",2160,0,0,"War Office","Greenwich","Sierra_Leone_Colony_1924","Transverse_Mercator","Gold Coast foot","Easting","East","Northing","North"
"162",2161,0,0,"Clarke 1880 (RGS)","Greenwich","Sierra_Leone_1968","Transverse_Mercator","metre","Easting","East","Northing","North"
"163",2162,0,0,"Clarke 1880 (RGS)","Greenwich","Sierra_Leone_1968","Transverse_Mercator","metre","Easting","East","Northing","North"
"164",2163,0,0,"Clarke 1866 Authalic Sphere","Greenwich","Not_specified_based_on_Clarke_1866_Authalic_Sphere","Lambert_Azimuthal_Equal_Area","metre","X","East","Y","North"
"165",2164,0,0,"Clarke 1880 (RGS)","Greenwich","Locodjo_1965","Transverse_Mercator","metre","Easting","East","Northing","North"
"166",2165,0,0,"Clarke 1880 (RGS)","Greenwich","Abidjan_1987","Transverse_Mercator","metre","Easting","East","Northing","North"
"167",2166,0,1,"Krassowsky 1940","Greenwich","Pulkovo_1942_83","Transverse_Mercator","metre","X","North","Y","East"
"168",2167,0,1,"Krassowsky 1940","Greenwich","Pulkovo_1942_83","Transverse_Mercator","metre","X","North","Y","East"
"169",2168,0,1,"Krassowsky 1940","Greenwich","Pulkovo_1942_83","Transverse_Mercator","metre","X","North","Y","East"
"170",2169,0,1,"International 1924","Greenwich","Luxembourg_1930","Transverse_Mercator","metre","X","North","Y","East"
"171",2170,0,1,"Bessel 1841","Greenwich","Militar_Geographische_Institute","Transverse_Mercator","metre","X","North","Y","East"
"172",2171,0,1,"Krassowsky 1940","Greenwich","Pulkovo_1942_58","Oblique_Stereographic","metre","X","North","Y","East"
"173",2172,0,1,"Krassowsky 1940","Greenwich","Pulkovo_1942_58","Oblique_Stereographic","metre","X","North","Y","East"
"174",2173,0,1,"Krassowsky 1940","Greenwich","Pulkovo_1942_58","Oblique_Stereographic","metre","X","North","Y","East"
"175",2174,0,1,"Krassowsky 1940","Greenwich","Pulkovo_1942_58","Oblique_Stereographic","metre","X","North","Y","East"
"176",2175,0,1,"Krassowsky 1940","Greenwich","Pulkovo_1942_58","Transverse_Mercator","metre","X","North","Y","East"
"177",2176,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","x","North","y","East"
"178",2177,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","x","North","y","East"
"179",2178,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","x","North","y","East"
"180",2179,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","x","North","y","East"
"181",2180,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","x","North","y","East"
"182",2188,0,0,"International 1924","Greenwich","Azores_Occidental_Islands_1939","Transverse_Mercator","metre","Easting","East","Northing","North"
"183",2189,0,0,"International 1924","Greenwich","Azores_Central_Islands_1948","Transverse_Mercator","metre","Easting","East","Northing","North"
"184",2190,0,0,"International 1924","Greenwich","Azores_Oriental_Islands_1940","Transverse_Mercator","metre","Easting","East","Northing","North"
"185",2191,0,0,"International 1924","Greenwich","Madeira_1936","Transverse_Mercator","metre","Easting","East","Northing","North"
"186",2192,0,0,"International 1924","Greenwich","European_Datum_1950","Lambert_Conformal_Conic_1SP","metre","X","East","Y","North"
"187",2193,0,1,"GRS 1980","Greenwich","New_Zealand_Geodetic_Datum_2000","Transverse_Mercator","metre","Northing","North","Easting","East"
"188",2194,0,0,"Clarke 1866","Greenwich","American_Samoa_1962","Lambert_Conformal_Conic_1SP","US survey foot","X","East","Y","North"
"189",2195,0,0,"GRS 1980","Greenwich","NAD83_High_Accuracy_Reference_Network","Transverse_Mercator","metre","Easting","East","Northing","North"
"190",2196,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"191",2197,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"192",2198,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"193",2199,0,1,"Krassowsky 1940","Greenwich","Albanian_1987","Transverse_Mercator","metre","X","North","Y","East"
"194",2200,0,1,"Average Terrestrial System 1977","Greenwich","Average_Terrestrial_System_1977","Oblique_Stereographic","metre","Northing","North","Easting","East"
"195",2201,0,0,"GRS 1980","Greenwich","Red_Geodesica_Venezolana","Transverse_Mercator","metre","Easting","East","Northing","North"
"196",2202,0,0,"GRS 1980","Greenwich","Red_Geodesica_Venezolana","Transverse_Mercator","metre","Easting","East","Northing","North"
"197",2203,0,0,"GRS 1980","Greenwich","Red_Geodesica_Venezolana","Transverse_Mercator","metre","Easting","East","Northing","North"
"198",2204,0,0,"Clarke 1866","Greenwich","North_American_Datum_1927","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"199",2205,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"200",2206,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"201",2207,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"202",2208,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"203",2209,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"204",2210,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"205",2211,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"206",2212,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"207",2213,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"208",2214,0,0,"International 1924","Greenwich","Douala_1948","Transverse_Mercator","metre","Easting","East","Northing","North"
"209",2215,0,0,"Clarke 1880 (IGN)","Greenwich","Manoca_1962","Transverse_Mercator","metre","Easting","East","Northing","North"
"210",2216,0,0,"International 1924","Greenwich","Qornoq_1927","Transverse_Mercator","metre","Easting","East","Northing","North"
"211",2217,0,0,"International 1924","Greenwich","Qornoq_1927","Transverse_Mercator","metre","Easting","East","Northing","North"
"212",2219,0,0,"Average Terrestrial System 1977","Greenwich","Average_Terrestrial_System_1977","Transverse_Mercator","metre","Easting","East","Northing","North"
"213",2220,0,0,"Average Terrestrial System 1977","Greenwich","Average_Terrestrial_System_1977","Transverse_Mercator","metre","Easting","East","Northing","North"
"214",2222,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","foot","X","East","Y","North"
