"","srid","is_geographic","has_flipped_axes","spheroid","prime_meridian","datum","projection","unit","axis_1_name","axis_1_orientation","axis_2_name","axis_2_orientation"
"2882",5963,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2883",5964,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2884",5965,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2885",5966,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2886",5967,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2887",5968,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2888",5969,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2889",5970,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2890",5971,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"2891",5972,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"2892",5973,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"2893",5974,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"2894",5975,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"2895",5976,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"2896",6050,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2897",6051,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2898",6052,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2899",6053,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2900",6054,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2901",6055,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2902",6056,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2903",6057,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2904",6058,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2905",6059,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2906",6060,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2907",6061,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2908",6062,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2909",6063,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2910",6064,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2911",6065,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2912",6066,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2913",6067,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2914",6068,0,0,"GRS 1980","Greenwich","Greenland_1996","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2915",6069,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2916",6070,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2917",6071,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2918",6072,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2919",6073,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2920",6074,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2921",6075,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2922",6076,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2923",6077,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2924",6078,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2925",6079,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2926",6080,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2927",6081,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2928",6082,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2929",6083,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2930",6084,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2931",6085,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2932",6086,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2933",6087,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2934",6088,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2935",6089,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2936",6090,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2937",6091,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2938",6092,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2939",6093,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2940",6094,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2007","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2941",6095,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2007","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2942",6096,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2007","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2943",6097,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2007","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2944",6098,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2945",6099,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2946",6100,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2947",6101,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2948",6102,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2949",6103,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2950",6104,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2951",6105,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2952",6106,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2953",6107,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2954",6108,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2955",6109,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2956",6110,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2957",6111,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2958",6112,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2959",6113,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2960",6114,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2961",6115,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2962",6116,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2963",6117,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2964",6118,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2965",6119,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2966",6120,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2967",6121,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2968",6122,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2969",6123,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2970",6124,0,0,"WGS 84","Greenwich","WGS_1984","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2971",6125,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"2972",6128,0,0,"Clarke 1866","Greenwich","Grand_Cayman_Geodetic_Datum_1959","Transverse_Mercator","foot","Easting","East","Northing","North"
"2973",6129,0,0,"Clarke 1866","Greenwich","Sister_Islands_Geodetic_Datum_1961","Transverse_Mercator","foot","Easting","East","Northing","North"
"2974",6135,1,1,"GRS 1980","Greenwich","Cayman_Islands_Geodetic_Datum_2011","none","degree","Latitude","North","Longitude","East"
"2975",6141,0,0,"GRS 1980","Greenwich","Cayman_Islands_Geodetic_Datum_2011","Lambert_Conformal_Conic_2SP","foot","Easting","East","Northing","North"
"2976",6144,1,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","none","degree","Latitude","North","Longitude","East"
"2977",6145,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2978",6146,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2979",6147,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2980",6148,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2981",6149,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2982",6150,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2983",6151,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2984",6152,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2985",6153,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2986",6154,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2987",6155,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2988",6156,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2989",6157,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2990",6158,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2991",6159,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2992",6160,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2993",6161,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2994",6162,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2995",6163,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2996",6164,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2997",6165,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2998",6166,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"2999",6167,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"3000",6168,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"3001",6169,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"3002",6170,0,1,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Northing","North","Easting","East"
"3003",6171,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"3004",6172,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"3005",6173,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"3006",6174,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"3007",6175,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"3008",6176,0,0,"GRS 1980","Greenwich","European_Terrestrial_Reference_System_1989","Transverse_Mercator","metre","Easting","East","Northing","North"
"3009",6190,0,0,"International 1924","Greenwich","Reseau_National_Belge_1972","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"3010",6204,0,0,"Bessel 1841","Greenwich","MGI_1901","Transverse_Mercator","metre","Y","East","X","North"
"3011",6207,1,1,"Everest 1830 (1937 Adjustment)","Greenwich","Nepal_1981","none","degree","Latitude","North","Longitude","East"
"3012",6210,0,0,"GRS 1980","Greenwich","Sistema_de_Referencia_Geocentrico_para_las_AmericaS_2000","Transverse_Mercator","metre","Easting","East","Northing","North"
"3013",6211,0,0,"GRS 1980","Greenwich","Sistema_de_Referencia_Geocentrico_para_las_AmericaS_2000","Transverse_Mercator","metre","Easting","East","Northing","North"
"3014",6316,0,0,"Bessel 1841","Greenwich","MGI_1901","Transverse_Mercator","metre","Y","East","X","North"
"3015",6318,1,1,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","none","degree","Latitude","North","Longitude","East"
"3016",6322,1,1,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_PA11","none","degree","Latitude","North","Longitude","East"
"3017",6325,1,1,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_MA11","none","degree","Latitude","North","Longitude","East"
"3018",6328,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3019",6329,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3020",6330,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3021",6331,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3022",6332,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3023",6333,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3024",6334,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3025",6335,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3026",6336,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3027",6337,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3028",6338,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3029",6339,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3030",6340,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3031",6341,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3032",6342,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3033",6343,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3034",6344,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3035",6345,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3036",6346,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3037",6347,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3038",6348,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","Easting","East","Northing","North"
"3039",6349,1,1,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","none","degree","Latitude","North","Longitude","East"
"3040",6350,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Albers_Conic_Equal_Area","metre","X","East","Y","North"
"3041",6351,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"3042",6352,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"3043",6353,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"3044",6354,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"3045",6355,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3046",6356,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3047",6362,0,1,"GRS 1980","Greenwich","Mexico_ITRF92","Lambert_Conformal_Conic_2SP","metre","Northing","North","Easting","East"
"3048",6365,1,1,"GRS 1980","Greenwich","Mexico_ITRF2008","none","degree","Latitude","North","Longitude","East"
"3049",6366,0,0,"GRS 1980","Greenwich","Mexico_ITRF2008","Transverse_Mercator","metre","Easting","East","Northing","North"
"3050",6367,0,0,"GRS 1980","Greenwich","Mexico_ITRF2008","Transverse_Mercator","metre","Easting","East","Northing","North"
"3051",6368,0,0,"GRS 1980","Greenwich","Mexico_ITRF2008","Transverse_Mercator","metre","Easting","East","Northing","North"
"3052",6369,0,0,"GRS 1980","Greenwich","Mexico_ITRF2008","Transverse_Mercator","metre","Easting","East","Northing","North"
"3053",6370,0,0,"GRS 1980","Greenwich","Mexico_ITRF2008","Transverse_Mercator","metre","Easting","East","Northing","North"
"3054",6371,0,0,"GRS 1980","Greenwich","Mexico_ITRF2008","Transverse_Mercator","metre","Easting","East","Northing","North"
"3055",6372,0,1,"GRS 1980","Greenwich","Mexico_ITRF2008","Lambert_Conformal_Conic_2SP","metre","Northing","North","Easting","East"
"3056",6381,0,1,"Krassowsky 1940","Greenwich","Ukraine_2000","Transverse_Mercator","metre","X","North","Y","East"
"3057",6382,0,1,"Krassowsky 1940","Greenwich","Ukraine_2000","Transverse_Mercator","metre","X","North","Y","East"
"3058",6383,0,1,"Krassowsky 1940","Greenwich","Ukraine_2000","Transverse_Mercator","metre","X","North","Y","East"
"3059",6384,0,1,"Krassowsky 1940","Greenwich","Ukraine_2000","Transverse_Mercator","metre","X","North","Y","East"
"3060",6385,0,1,"Krassowsky 1940","Greenwich","Ukraine_2000","Transverse_Mercator","metre","X","North","Y","East"
"3061",6386,0,1,"Krassowsky 1940","Greenwich","Ukraine_2000","Transverse_Mercator","metre","X","North","Y","East"
"3062",6387,0,1,"Krassowsky 1940","Greenwich","Ukraine_2000","Transverse_Mercator","metre","X","North","Y","East"
"3063",6391,0,0,"GRS 1980","Greenwich","Cayman_Islands_Geodetic_Datum_2011","Lambert_Conformal_Conic_2SP","foot","Easting","East","Northing","North"
"3064",6393,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Albers_Conic_Equal_Area","metre","X","East","Y","North"
"3065",6394,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Hotine_Oblique_Mercator","metre","X","East","Y","North"
"3066",6395,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3067",6396,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3068",6397,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3069",6398,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3070",6399,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3071",6400,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3072",6401,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3073",6402,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3074",6403,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"3075",6404,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3076",6405,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","foot","X","East","Y","North"
"3077",6406,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3078",6407,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","foot","X","East","Y","North"
"3079",6408,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","metre","X","East","Y","North"
"3080",6409,0,0,"GRS 1980","Greenwich","NAD83_National_Spatial_Reference_System_2011","Transverse_Mercator","foot","X","East","Y","North"
